source,target,iteration
1,2,3218
3,1,3218
1,2,3218
3,4,3218
4,2,3218
2,4,3218
3,4,3218
3,1,3218
1,3,3218
3,1,3218
1,3,3218
3,4,3218
4,2,3218
1,3,3218
3,4,3218
4,2,3218
2,1,3218
1,3,3218
3,4,3218
3,1,3218
1,3,3218
1,4,3218
4,3,3218
3,4,3218
4,2,3218
3,4,3218
4,3,3218
3,4,3218
3,4,2996
4,2,2996
2,1,2996
1,3,2996
1,3,2996
3,1,2996
1,3,2996
3,4,2996
4,2,2996
2,4,2996
4,2,2996
2,1,2996
1,3,2996
3,4,2996
4,2,2996
2,1,2996
1,3,2996
3,4,2996
4,2,2996
3,4,2996
4,2,2996
4,2,2996
2,4,2996
4,2,2996
3,4,2996
4,2,2996
2,1,2996
1,2,2996
1,2,2996
1,2,2996
2,1,2996
1,3,2996
3,4,2996
4,2,2996
2,4,2996
4,2,2996
1,3,2996
3,4,2996
4,2,2996
1,3,2996
3,4,2996
4,3,2996
3,4,2996
3,4,2996
3,4,2996
3,4,2996
4,2,2996
2,4,2996
4,3,2996
3,4,2996
1,2,2996
2,1,2996
1,3,2996
3,1,2996
1,3,2996
3,4,2996
1,3,2996
3,1,2996
2,4,2996
4,2,2996
2,1,2996
1,3,2996
3,4,2996
1,2,2996
2,1,2996
1,3,2996
3,4,2996
4,2,2996
2,4,2996
4,2,2996
2,4,2996
1,3,2996
3,4,2996
2,4,2996
4,2,2996
2,1,2996
1,3,2996
3,4,2996
4,3,2996
2,4,2996
4,3,2996
3,4,2996
3,4,2996
4,2,2996
2,4,2996
4,2,2996
2,4,2996
1,3,2996
3,4,2996
1,3,2996
3,1,2996
1,3,2996
3,4,2996
4,3,2996
4,2,2996
2,4,2996
4,2,2996
2,4,2996
3,4,2996
4,3,2996
3,4,2996
3,4,2996
4,2,2996
2,4,2996
4,2,2996
2,1,2996
1,3,2996
1,3,2996
3,4,2996
4,2,2996
2,4,2996
3,4,2996
4,2,2996
2,1,2996
1,3,2996
1,3,2996
3,4,2996
4,2,2996
2,4,2996
4,2,2996
2,1,2996
1,3,2996
3,4,2996
1,3,2996
3,4,2996
3,1,2996
1,3,2996
3,1,2996
1,3,2996
3,4,2996
4,2,2996
2,1,2996
1,3,2996
3,4,2996
4,2,2996
1,3,2996
3,4,2996
3,1,2996
1,3,2996
1,3,2996
3,4,2996
4,2,2996
2,4,2996
4,2,2996
4,2,2996
2,4,2996
4,2,2996
2,1,2996
1,3,2996
4,2,2996
2,4,2996
4,2,2996
2,1,2996
1,3,2996
3,4,2996
4,2,2996
3,4,2996
4,3,2996
3,1,2996
1,3,2996
3,1,2996
1,3,2996
3,4,2996
4,2,2996
2,4,2996
4,3,2996
3,4,2996
4,2,2996
2,4,2996
4,3,2996
3,4,2996
4,2,2996
3,4,2996
4,2,2996
2,4,2996
4,2,2996
2,4,2996
4,2,2996
2,1,2996
3,1,2996
1,3,2996
1,3,2996
3,4,2996
1,2,2996
1,3,2996
3,4,2996
4,2,2996
1,2,2996
2,4,2996
1,3,2996
3,4,2996
4,2,2996
2,4,2996
3,1,2996
1,3,2996
3,4,2996
4,2,2996
2,1,2996
1,3,2996
3,4,2996
2,4,2996
4,2,2996
2,4,2996
4,2,2996
4,2,2996
2,4,2996
1,3,2996
3,4,2996
1,3,2996
3,4,2996
3,4,2996
4,3,2996
3,4,2996
4,2,2996
3,1,2996
1,3,2996
3,4,2996
4,2,2996
2,4,2996
4,2,2996
1,3,2996
3,4,2996
4,2,2996
2,4,2996
3,1,2471
1,2,2471
3,1,2471
1,2,2471
3,4,2471
4,2,2471
3,1,2471
1,2,2471
3,1,2471
1,2,2471
3,4,2471
4,1,2471
1,2,2471
3,4,2471
4,1,2471
1,2,2471
3,4,2471
3,4,2471
4,2,2471
2,4,2471
3,1,2471
1,2,2471
2,4,2471
3,4,2471
3,4,2471
3,1,2471
1,2,2471
2,4,2471
3,4,2471
4,2,2471
2,4,2471
4,2,2471
2,4,2471
3,4,2471
3,4,2471
4,1,2471
3,4,2471
4,1,2471
1,2,2471
2,4,2471
3,4,2471
3,4,2471
4,1,2471
1,2,2471
2,4,2471
3,4,2471
3,4,2471
3,1,2471
1,2,2471
2,4,2471
3,1,2471
3,1,2471
1,2,2471
2,4,2471
4,3,2471
3,4,2471
4,2,2471
2,4,2471
3,4,2471
4,3,2471
3,4,2471
3,4,2471
3,4,2471
4,1,2471
1,2,2471
2,4,2471
3,4,2471
4,2,2471
2,4,2471
4,1,2471
1,2,2471
2,4,2471
3,1,2471
1,3,2471
3,4,2471
3,4,2471
3,4,2471
4,2,2471
3,4,2471
4,1,2471
1,2,2471
3,1,2471
1,2,2471
2,4,2471
4,2,2471
3,4,2471
4,1,2471
1,2,2471
3,4,2471
3,4,2471
4,2,2471
2,4,2471
3,4,2471
4,1,2471
3,4,2471
3,4,2471
4,2,2471
3,4,2471
4,3,2471
3,1,2471
1,2,2471
3,1,2471
1,2,2471
2,4,2471
3,4,2471
4,2,2471
3,4,2471
4,1,2471
1,2,2471
3,4,2471
3,4,2471
3,4,2471
3,4,2471
4,1,2471
1,2,2471
2,4,2471
4,1,2471
3,1,2471
1,2,2471
3,4,2471
4,2,2471
2,4,2471
3,4,2471
4,2,2471
3,1,2471
1,2,2471
3,4,2471
4,1,2471
1,2,2471
2,4,2471
4,3,2471
3,4,2471
3,4,2471
4,2,2471
2,4,2471
4,2,2471
2,4,2471
4,1,2471
3,1,2471
1,2,2471
2,4,2471
4,1,2471
1,2,2471
2,4,2471
1,2,205
2,1,205
1,3,205
2,4,205
4,2,205
2,1,205
1,3,205
3,4,205
4,2,205
2,1,205
1,3,205
3,4,205
4,2,205
2,1,205
1,3,205
3,4,205
4,2,205
2,1,205
1,2,205
2,1,205
1,2,205
1,2,205
2,1,205
1,2,205
3,4,205
4,2,205
3,4,205
4,2,205
2,1,205
1,2,205
2,1,205
1,3,205
3,4,205
4,2,205
3,4,205
4,2,205
3,4,205
4,2,205
3,4,205
4,2,205
2,4,205
3,4,205
4,2,205
2,1,205
1,3,205
3,4,205
1,3,205
3,4,205
4,2,205
2,1,205
1,2,205
2,1,205
1,3,205
3,4,205
3,4,205
4,2,205
2,4,205
2,4,205
1,2,205
2,1,205
1,3,205
3,4,205
3,4,205
4,2,205
2,1,205
1,2,205
2,1,205
2,1,205
1,3,205
3,4,205
4,3,205
1,2,205
2,4,205
3,4,205
4,2,205
2,1,205
1,3,205
3,4,205
4,2,205
2,1,205
1,2,205
2,4,205
1,3,205
3,4,205
4,2,205
2,4,205
2,1,205
1,3,205
3,4,205
4,3,205
3,4,205
4,2,205
2,4,205
3,4,205
4,2,205
2,1,205
1,3,205
3,4,205
4,2,205
2,4,205
2,1,205
1,3,205
3,4,205
2,1,205
1,3,205
2,1,205
1,3,205
3,4,205
4,2,205
2,1,205
1,2,205
2,4,205
2,1,205
1,2,205
2,1,205
2,1,205
1,3,205
1,2,205
2,1,205
1,3,205
3,4,205
4,3,205
3,4,205
1,3,205
3,4,205
4,2,205
2,1,205
1,3,205
3,4,205
2,4,205
4,3,205
3,4,205
4,3,205
3,4,205
4,3,205
3,4,205
4,2,205
2,4,205
4,2,205
2,1,205
1,3,205
2,1,205
1,3,205
3,4,205
4,3,205
3,4,205
4,2,205
2,1,205
1,3,205
3,4,205
1,2,205
2,4,205
4,3,205
2,4,205
4,2,205
2,4,205
4,3,205
3,1,205
1,3,205
3,4,205
3,4,205
4,2,205
1,3,205
3,4,205
4,3,205
3,4,205
4,2,205
3,4,205
4,2,205
2,1,205
1,2,205
2,1,205
1,3,205
3,1,205
3,4,205
4,2,205
2,1,205
1,3,205
3,4,205
3,4,205
4,2,205
2,1,205
1,2,205
2,4,205
4,2,205
2,4,205
1,3,205
3,4,205
4,3,205
3,4,205
3,1,205
1,2,205
1,3,205
3,4,205
4,2,205
3,4,205
4,2,205
2,1,205
1,2,205
2,1,205
1,3,205
3,4,205
1,2,205
2,1,205
1,3,205
3,4,205
4,2,205
2,1,205
1,2,205
2,4,205
4,2,205
2,1,205
1,3,205
3,4,205
4,2,205
4,3,205
1,3,205
3,4,205
4,3,205
3,4,205
4,2,205
1,2,205
2,4,205
4,3,205
3,4,205
2,4,205
4,3,205
3,4,205
4,3,205
3,4,205
3,4,205
4,2,205
2,4,205
4,3,205
3,4,205
4,2,205
2,1,205
4,2,205
2,1,205
1,2,205
2,1,205
1,3,205
3,4,205
4,2,205
2,1,205
1,2,205
2,1,205
1,3,205
3,4,205
4,2,205
4,2,205
2,1,205
1,3,205
3,4,205
4,2,205
2,1,205
1,2,205
2,1,205
1,2,205
2,4,205
1,3,205
3,4,205
4,2,205
4,3,205
3,4,205
4,2,205
2,4,205
4,3,205
4,3,205
3,4,205
4,2,205
3,4,205
3,4,205
4,2,205
2,1,205
1,3,205
3,4,205
4,3,205
4,2,205
2,1,205
1,3,205
3,4,205
3,4,1139
4,3,1139
4,3,1139
3,4,1139
4,3,1139
3,4,1139
4,2,1139
3,4,1139
4,2,1139
3,4,1139
4,2,1139
3,4,1139
4,2,1139
2,1,1139
1,2,1139
3,4,1139
4,2,1139
3,4,1139
4,3,1139
3,4,1139
4,2,1139
4,2,1139
3,4,1139
4,3,1139
3,4,1139
4,3,1139
3,4,1139
3,4,1139
3,4,1139
3,4,1139
4,3,1139
3,4,1139
3,4,1139
3,4,1139
4,2,1139
2,1,1139
3,4,1139
4,3,1139
3,4,1139
3,4,1139
4,3,1139
3,4,1139
4,3,1139
3,4,1139
3,4,1139
4,3,1139
3,4,1139
3,4,1139
4,3,1139
3,4,1139
4,3,1139
3,4,1139
3,4,1139
4,2,1139
2,1,1139
4,3,1139
3,4,1139
4,3,1139
3,4,1139
4,3,1139
3,4,1139
4,3,1139
3,4,1139
3,4,1139
3,4,1139
4,2,1139
2,4,1139
4,3,1139
3,4,1139
3,4,1139
3,4,1139
3,4,1139
3,4,1139
4,3,1139
3,4,1139
4,2,1139
3,4,1139
4,2,1139
2,1,1139
3,4,1139
3,4,1139
3,4,1139
4,2,1139
3,4,1139
4,2,1139
3,4,1139
4,2,1139
3,4,1139
4,2,1139
2,4,1139
3,4,1139
4,2,1139
3,4,1139
4,2,1139
3,4,1139
4,2,1139
2,1,1139
1,2,1139
2,1,1139
1,2,1139
2,1,1139
3,4,1139
4,2,1139
2,1,1139
1,3,1139
3,4,1139
4,3,1139
3,4,1139
4,3,1139
3,4,1139
3,4,1139
4,3,1139
3,4,1139
4,2,1139
3,4,1139
3,4,1139
4,2,1139
3,4,1139
4,2,1139
3,4,1139
3,4,1139
4,2,1139
2,1,1139
3,4,1139
4,2,1139
2,1,1139
1,2,1139
3,4,1139
4,2,1139
3,4,1139
3,4,1139
4,3,1139
1,3,7417
3,1,7417
1,3,7417
3,1,7417
1,3,7417
3,4,7417
4,2,7417
1,3,7417
3,4,7417
4,2,7417
3,1,7417
1,3,7417
3,4,7417
4,2,7417
1,2,7417
3,4,7417
4,2,7417
3,4,7417
4,2,7417
3,4,7417
4,2,7417
3,4,7417
4,2,7417
2,4,7417
3,1,7417
1,3,7417
3,1,7417
3,1,7417
1,3,7417
3,4,7417
3,4,7417
3,1,7417
1,3,7417
3,4,7417
3,4,7417
3,4,7417
1,3,7417
3,4,7417
3,4,7417
3,1,7417
3,4,7417
4,3,7417
3,4,7417
3,4,7417
3,1,7417
1,3,7417
3,4,7417
3,4,7417
3,4,7417
3,1,7417
1,3,7417
3,1,7417
1,3,7417
3,1,7417
1,3,7417
3,4,7417
3,1,7417
1,3,7417
1,3,7417
1,3,7417
3,1,7417
1,3,7417
3,4,7417
4,2,7417
2,1,7417
1,3,7417
2,4,7417
1,3,7417
3,4,7417
3,4,7417
4,3,7417
3,1,7417
1,3,7417
3,4,7417
3,4,7417
4,3,7417
3,4,7417
1,3,7417
3,1,7417
1,3,7417
3,1,7417
1,3,7417
3,1,7417
1,3,7417
3,4,7417
3,4,7417
1,3,7417
3,4,7417
4,2,7417
3,4,7417
3,4,7417
4,2,7417
3,4,7417
3,1,7417
1,3,7417
3,1,7417
3,1,7417
1,3,7417
1,3,7417
3,4,7417
4,2,7417
1,3,7417
3,4,7417
1,3,7417
3,1,7417
1,3,7417
3,4,7417
4,2,7417
1,3,7417
3,4,7417
4,2,7417
3,1,7417
1,3,7417
3,4,7417
3,1,7417
1,3,7417
3,4,7417
4,3,7417
3,1,7417
1,3,7417
3,1,7417
1,3,7417
3,1,7417
1,3,7417
3,4,7417
4,2,7417
1,3,7417
3,4,7417
4,2,7417
3,4,7417
3,1,7417
1,3,7417
3,4,7417
4,2,7417
3,4,7417
3,4,7417
3,4,7417
4,3,7417
3,1,7417
1,3,7417
3,1,7417
1,3,7417
3,4,7417
3,1,7417
1,3,7417
3,4,7417
4,2,7417
1,3,7417
3,4,7417
4,2,7417
3,4,7417
4,3,7417
3,1,7417
1,3,7417
3,4,7417
4,2,7417
3,1,7417
1,3,7417
3,4,7417
3,4,7417
3,1,7417
1,3,7417
3,1,7417
1,3,7417
3,1,7417
1,3,7417
3,1,7417
1,3,7417
3,1,7417
4,3,7464
3,1,7464
1,4,7464
4,3,7464
3,4,7464
4,3,7464
3,4,7464
4,2,7464
3,1,7464
1,2,7464
3,4,7464
4,2,7464
1,4,7464
4,2,7464
3,1,7464
1,4,7464
4,2,7464
3,4,7464
4,2,7464
3,4,7464
4,2,7464
3,4,7464
4,3,7464
3,4,7464
3,4,7464
3,4,7464
3,4,7464
4,3,7464
3,1,7464
1,4,7464
4,1,7464
1,4,7464
3,1,7464
1,3,7464
3,4,7464
1,3,7464
3,1,7464
3,4,7464
4,3,7464
3,1,7464
1,4,7464
4,3,7464
3,4,7464
4,3,7464
3,4,7464
3,4,7464
3,4,7464
4,3,7464
3,4,7464
4,1,7464
1,4,7464
3,4,7464
4,3,7464
3,4,7464
3,4,7464
3,4,7464
4,3,7464
3,4,7464
3,4,7464
4,3,7464
3,4,7464
3,1,7464
1,4,7464
3,4,7464
4,3,7464
3,4,7464
4,1,7464
1,4,7464
3,4,7464
4,2,7464
2,1,7464
3,4,7464
4,3,7464
3,1,7464
1,3,7464
3,4,7464
4,1,7464
1,4,7464
3,4,7464
3,4,7464
4,3,7464
3,4,7464
3,1,7464
1,4,7464
4,1,7464
1,4,7464
4,3,7464
3,1,7464
1,3,7464
3,4,7464
4,3,7464
3,1,7464
1,4,7464
4,3,7464
3,4,7464
4,1,7464
1,3,7464
1,4,7464
4,3,7464
3,4,7464
4,2,7464
3,1,7464
1,2,7464
3,1,7464
1,4,7464
3,1,7464
1,3,7464
3,4,7464
1,4,7464
4,3,7464
3,4,7464
4,3,7464
3,1,7464
3,4,7464
4,3,7464
3,1,7464
1,4,7464
4,3,7464
3,4,7464
4,2,7464
3,4,7464
4,1,7464
1,4,7464
3,4,7464
4,3,7464
3,4,7464
3,4,7464
4,3,7464
3,4,7464
4,2,7464
2,1,7464
4,3,7464
3,1,7464
1,3,7464
3,4,7464
3,4,7464
4,3,7464
3,4,7464
4,2,7464
3,1,7464
1,3,7464
3,1,7464
1,4,7464
4,3,7464
3,4,7464
4,2,7464
4,2,7464
2,1,7464
1,3,7464
3,4,7464
4,1,7464
1,4,7464
4,3,7464
3,1,7464
1,4,7464
4,3,7464
3,4,7464
3,4,7464
4,1,7464
1,4,7464
4,1,7464
1,4,7464
4,3,7464
3,4,7464
4,3,7464
3,4,7464
4,2,7464
4,3,7464
3,4,7464
4,1,7464
1,2,7464
3,4,7464
4,1,7464
1,2,7464
4,3,7464
3,1,7464
1,3,7464
3,1,7464
1,4,7464
3,4,7464
4,3,7464
3,1,7464
1,4,7464
4,2,7464
3,4,7464
4,3,7464
3,1,7464
1,2,7464
3,4,7464
4,1,7464
1,3,7464
3,4,7464
3,1,7464
1,4,7464
4,1,7464
3,1,5335
1,3,5335
1,3,5335
3,1,5335
1,3,5335
3,1,5335
1,3,5335
3,1,5335
1,3,5335
3,1,5335
1,4,5335
4,2,5335
3,1,5335
1,4,5335
4,1,5335
1,2,5335
3,1,5335
1,2,5335
3,1,5335
1,2,5335
3,2,5335
3,1,5335
1,4,5335
4,2,5335
3,1,5335
1,4,5335
4,1,5335
1,3,5335
3,1,5335
1,3,5335
3,1,5335
1,4,5335
4,2,5335
1,3,5335
3,1,5335
1,4,5335
3,1,5335
1,4,5335
3,1,5335
1,3,5335
3,1,5335
1,4,5335
3,1,5335
1,4,5335
3,1,5335
1,4,5335
3,1,5335
1,4,5335
3,1,5335
1,4,5335
3,1,5335
3,1,5335
1,3,5335
3,1,5335
1,3,5335
3,1,5335
1,4,5335
3,1,5335
1,4,5335
4,1,5335
1,4,5335
4,1,5335
1,4,5335
4,2,5335
2,1,5335
1,4,5335
3,1,5335
1,3,5335
3,1,5335
1,4,5335
3,1,5335
1,3,5335
3,1,5335
1,4,5335
3,2,5335
2,4,5335
3,1,5335
1,4,5335
4,1,5335
1,4,5335
4,1,5335
1,4,5335
3,1,5335
1,4,5335
4,1,5335
1,4,5335
4,2,5335
2,1,5335
1,3,5335
3,1,5335
1,3,5335
3,1,5335
1,4,5335
4,3,5335
3,1,5335
1,3,5335
3,1,5335
1,4,5335
3,1,5335
1,4,5335
3,1,5335
1,4,5335
3,1,5335
1,4,5335
3,1,5335
1,4,5335
4,1,5335
1,4,5335
3,1,5335
1,3,5335
1,3,5335
3,1,5335
1,4,5335
3,1,5335
1,4,5335
4,2,5335
3,1,5335
1,4,5335
4,1,5335
1,4,5335
3,1,5335
1,4,5335
4,2,5335
3,1,5335
1,4,5335
3,1,5335
1,3,5335
3,1,5335
1,4,5335
3,1,5335
1,3,5335
3,1,5335
3,4,5335
3,1,5335
1,2,5335
3,1,5335
1,3,5335
3,2,5335
3,1,5335
1,4,5335
3,1,5335
1,4,5335
4,2,5335
3,1,5335
1,3,5335
3,1,5335
1,4,5335
4,2,5335
3,1,5335
1,4,5335
3,1,5335
1,4,5335
4,1,5335
3,1,5335
1,3,5335
3,1,5335
1,4,5335
4,1,5335
1,4,5335
4,1,5335
1,3,5335
3,1,5335
1,4,5335
1,3,5335
3,1,5335
1,4,5335
4,2,5335
3,1,5335
1,3,5335
3,1,5335
1,4,5335
4,2,5335
3,1,5335
1,4,5335
1,3,5335
3,1,5335
1,4,5335
3,1,5335
1,4,5335
4,3,5335
4,1,5335
3,1,5335
1,4,5335
4,2,5335
3,1,5335
1,4,5335
3,1,5335
1,4,5335
4,2,5335
3,1,5335
1,3,5335
3,1,5335
1,4,5335
4,2,5335
3,1,2125
1,3,2125
3,4,2125
4,2,2125
2,3,2125
2,1,2125
1,3,2125
3,1,2125
1,3,2125
3,1,2125
1,2,2125
2,1,2125
1,3,2125
3,1,2125
1,3,2125
3,1,2125
1,3,2125
3,4,2125
4,2,2125
1,3,2125
3,1,2125
1,2,2125
3,1,2125
1,2,2125
2,1,2125
1,3,2125
3,1,2125
1,2,2125
3,1,2125
1,4,2125
4,2,2125
3,1,2125
1,3,2125
3,4,2125
4,2,2125
2,3,2125
3,1,2125
1,3,2125
3,1,2125
1,3,2125
3,4,2125
4,2,2125
3,4,2125
4,2,2125
3,4,2125
4,2,2125
2,1,2125
1,3,2125
3,4,2125
1,4,2125
2,4,2125
2,1,2125
1,3,2125
3,4,2125
3,1,2125
1,2,2125
2,4,2125
4,3,2125
3,4,2125
4,2,2125
2,3,2125
3,1,2125
4,2,2125
2,1,2125
1,3,2125
2,1,2125
1,3,2125
3,1,2125
1,4,2125
3,4,2125
4,2,2125
2,1,2125
1,3,2125
3,1,2125
1,3,2125
3,1,2125
1,3,2125
3,1,2125
1,4,2125
4,2,2125
2,4,2125
2,3,2125
3,4,2125
4,3,2125
3,4,2125
3,1,2125
1,4,2125
3,1,2125
1,3,2125
3,1,2125
1,3,2125
3,1,2125
1,3,2125
3,1,2125
1,4,2125
1,3,2125
3,4,2125
4,2,2125
2,1,2125
1,3,2125
3,1,2125
1,4,2125
3,4,2125
4,3,2125
3,4,2125
3,1,2125
1,2,2125
2,1,2125
4,1,2125
1,3,2125
3,1,2125
1,3,2125
3,1,2125
1,3,2125
3,4,2125
1,3,2125
3,4,2125
1,3,2125
3,1,2125
1,3,2125
3,1,2125
1,3,2125
3,1,2125
1,4,2125
3,1,2125
1,3,2125
3,4,2125
3,1,2125
1,3,2125
3,1,2125
1,3,2125
3,4,2125
3,1,2125
1,3,2125
3,4,2125
3,4,2125
4,3,2125
3,4,2125
3,4,2125
4,2,2125
2,3,2125
2,4,2125
3,1,2125
1,3,2125
3,1,2125
1,3,2125
3,1,2125
1,3,2125
3,4,2125
4,2,2125
3,1,2125
1,3,2125
3,4,2125
4,2,2125
2,4,2125
4,3,2125
3,1,2125
3,1,2125
1,4,2125
3,4,2125
3,1,2125
1,4,2125
1,3,2125
3,4,2125
4,2,2125
3,4,2125
4,2,2125
2,4,2125
4,2,2125
3,4,2125
3,4,2125
3,1,2125
1,3,2125
3,1,2125
1,4,2125
4,1,2125
1,4,2125
1,3,2125
3,1,2125
1,2,2125
2,3,2125
3,1,2125
1,4,2125
4,2,2125
2,4,2125
3,1,2125
1,3,2125
2,3,2125
3,4,2125
3,4,2125
4,3,2125
3,1,2125
1,3,2125
1,3,2125
3,4,2125
4,2,2125
2,4,2125
4,2,2125
4,2,2125
3,1,2125
1,3,2125
3,4,2125
4,2,2125
3,4,2125
3,4,2125
4,2,2125
1,3,2125
1,2,2125
3,4,2125
3,1,2125
1,2,2125
2,1,2125
3,4,2125
4,2,2125
3,1,2125
1,3,2125
3,1,2125
1,3,2125
3,4,2125
4,2,2125
1,3,2125
3,1,2125
1,3,2125
3,4,2125
3,4,2134
4,1,2134
1,2,2134
2,3,2134
2,3,2134
3,4,2134
4,1,2134
1,2,2134
3,4,2134
4,1,2134
1,2,2134
3,4,2134
4,2,2134
3,4,2134
4,1,2134
1,2,2134
2,1,2134
1,2,2134
3,4,2134
4,1,2134
1,2,2134
3,1,2134
1,2,2134
3,1,2134
1,2,2134
3,1,2134
1,2,2134
2,1,2134
1,3,2134
3,4,2134
3,4,2134
3,4,2134
3,4,2134
3,1,2134
1,3,2134
3,4,2134
3,4,2134
4,1,2134
1,2,2134
2,1,2134
1,3,2134
3,4,2134
3,4,2134
4,1,2134
1,3,2134
3,4,2134
3,4,2134
3,4,2134
2,3,2134
3,1,2134
1,4,2134
3,4,2134
3,4,2134
4,1,2134
1,2,2134
2,4,2134
3,4,2134
3,1,2134
1,3,2134
3,4,2134
3,4,2134
4,1,2134
2,1,2134
1,2,2134
2,1,2134
1,3,2134
3,4,2134
3,4,2134
1,3,2134
3,4,2134
4,1,2134
1,2,2134
2,4,2134
1,3,2134
3,4,2134
3,4,2134
4,1,2134
1,2,2134
2,3,2134
1,2,2134
2,1,2134
1,3,2134
3,4,2134
3,1,2134
1,3,2134
3,4,2134
4,1,2134
1,3,2134
1,3,2134
3,4,2134
4,1,2134
1,3,2134
3,4,2134
3,4,2134
4,2,2134
3,4,2134
3,4,2134
4,1,2134
1,2,2134
3,4,2134
3,4,2134
4,1,2134
1,2,2134
3,4,2134
3,4,2134
4,1,2134
3,4,2134
4,2,2134
3,4,2134
4,2,2134
3,4,2134
4,2,2134
2,3,2134
2,1,2134
1,3,2134
3,4,2134
3,4,2134
4,1,2134
1,2,2134
2,1,2134
1,2,2134
2,3,2134
3,4,2134
4,3,2134
3,1,2134
1,2,2134
3,4,2134
3,4,2134
4,1,2134
3,4,2134
3,4,2134
3,4,2134
4,1,2134
1,2,2134
1,2,2134
3,4,2134
4,2,2134
3,4,2134
3,4,2134
4,2,2134
2,1,2134
1,2,2134
2,1,2134
1,3,2134
3,4,2134
3,4,2134
4,1,2134
1,2,2134
3,4,2134
4,2,2134
3,4,2134
4,3,1194
4,3,1194
3,1,1194
1,2,1194
2,1,1194
1,2,1194
3,1,1194
1,2,1194
2,1,1194
1,2,1194
2,1,1194
1,2,1194
3,4,1194
4,2,1194
4,3,1194
3,1,1194
1,2,1194
4,2,1194
4,3,1194
3,1,1194
1,2,1194
3,1,1194
1,2,1194
2,1,1194
1,2,1194
3,4,1194
3,4,1194
3,4,1194
3,4,1194
3,4,1194
4,3,1194
3,4,1194
3,1,1194
1,2,1194
2,1,1194
3,4,1194
4,3,1194
3,4,1194
3,4,1194
4,3,1194
3,1,1194
1,2,1194
2,4,1194
3,4,1194
3,4,1194
4,3,1194
3,4,1194
3,4,1194
4,2,1194
2,4,1194
4,3,1194
3,1,1194
1,3,1194
3,4,1194
3,4,1194
3,1,1194
1,3,1194
3,4,1194
3,1,1194
1,2,1194
2,1,1194
1,2,1194
2,1,1194
3,1,1194
1,3,1194
3,4,1194
4,3,1194
3,1,1194
1,3,1194
3,4,1194
3,4,1194
3,4,1194
3,4,1194
3,1,1194
1,3,1194
4,2,1194
2,1,1194
1,3,1194
2,1,1194
1,3,1194
3,4,1194
3,1,1194
1,3,1194
3,1,1194
1,2,1194
3,4,1194
3,1,1194
1,2,1194
2,1,1194
1,2,1194
2,1,1194
1,2,1194
3,4,1194
4,2,1194
3,4,1194
3,1,1194
3,4,1194
3,4,1194
4,3,1194
3,1,1194
1,2,1194
4,3,1194
3,1,1194
3,1,1194
1,2,1194
2,4,1194
4,3,1194
3,1,1194
1,2,1194
3,1,1194
1,2,1194
3,4,1194
3,4,1194
4,3,1194
3,1,1194
1,3,1194
3,1,1194
3,4,1194
3,1,1194
1,3,1194
1,3,1194
3,4,1194
3,4,1194
4,3,1194
3,1,1194
1,2,1194
4,2,1194
3,4,1194
4,2,1194
3,1,1194
1,2,1194
2,4,1194
3,4,1194
4,3,1194
3,4,1194
3,4,1194
3,4,1194
4,2,1194
3,1,1194
1,2,1194
2,4,1194
3,4,1194
4,3,1194
3,1,1194
1,2,1194
3,1,1194
1,2,1194
2,1,1194
1,3,1194
3,4,1194
3,1,6224
1,3,6224
3,4,6224
4,2,6224
3,4,6224
4,2,6224
3,4,6224
4,3,6224
3,4,6224
4,2,6224
3,4,6224
4,2,6224
3,1,6224
1,2,6224
3,4,6224
4,2,6224
3,1,6224
1,2,6224
3,4,6224
4,3,6224
3,4,6224
3,4,6224
3,4,6224
3,4,6224
3,4,6224
4,2,6224
2,3,6224
3,4,6224
3,4,6224
3,4,6224
3,1,6224
1,2,6224
2,1,6224
3,4,6224
3,4,6224
3,4,6224
4,3,6224
3,4,6224
3,4,6224
4,2,6224
2,3,6224
3,4,6224
2,1,6224
1,4,6224
3,4,6224
4,3,6224
3,4,6224
4,3,6224
3,4,6224
3,4,6224
4,2,6224
2,1,6224
4,3,6224
3,4,6224
3,4,6224
3,4,6224
3,4,6224
3,4,6224
3,4,6224
3,4,6224
4,2,6224
3,4,6224
4,2,6224
3,4,6224
3,4,6224
4,2,6224
3,1,6224
3,4,6224
3,4,6224
3,4,6224
3,1,6224
1,2,6224
3,4,6224
4,2,6224
3,1,6224
1,2,6224
3,1,6224
1,3,6224
3,1,6224
1,3,6224
3,4,6224
3,4,6224
3,4,6224
4,3,6224
3,4,6224
3,4,6224
3,1,6224
1,2,6224
2,1,6224
3,4,6224
3,4,6224
4,2,6224
3,4,6224
4,2,6224
3,1,6224
1,2,6224
2,3,6224
3,4,6224
4,2,6224
3,4,6224
3,4,6224
4,3,6224
3,1,6224
1,2,6224
2,3,6224
3,4,6224
3,4,6224
4,2,6224
2,1,6224
3,1,486
1,3,486
3,4,486
4,2,486
3,4,486
4,2,486
1,3,486
3,4,486
4,2,486
3,4,486
4,2,486
3,4,486
4,2,486
1,3,486
3,4,486
4,2,486
3,4,486
4,2,486
3,4,486
3,4,486
4,3,486
3,4,486
3,4,486
3,4,486
3,4,486
3,4,486
3,4,486
3,4,486
4,3,486
3,4,486
3,4,486
4,1,486
3,4,486
4,3,486
3,4,486
3,4,486
4,2,486
2,1,486
1,3,486
3,4,486
3,4,486
3,4,486
4,1,486
